source_text,target_text,predicted,original
"bottle from the hop hideout, sheffield. pours pitch black with a nice thick foamy head. light liquorice aroma. the taste is rich liquorice and a little coffee. a bit of a liquorice bomb. big bitter finish. superb oily mouthfeel. very good indeed.",Positive,Positive,Positive
"pour is jet black with little to no head of a khaki color. nose is of some faint coffee and cocoa smell, rather hard to pick apart the individual tones of it. the taste is very coffee centric, however not too bitter. very nice mouthfeel, other than that its just hard tp dexcribe as other than a very good beer.",Positive,Positive,Positive
"750 ml bottle. its been a while since i ve had a beer infultrate my top ten. that wait is over. pours black with a luscious brown head that lasted through mid-glass and left lots of sticky brown lace. very pleasant aroma of coffee, chocolate, and roasted malt. the flavor is simply outstanding. rich chocolate and coffee abound with some roasted malt also present. the mouthfeel is rich and smooth. absolutely no hint of the 12 abv. i believe the word decadent applies very well to this beer. superb!",Positive,Positive,Positive
"500 ml can. pours black with beautiful beige head. strong aroma of coffee, roasted malt and some ash. taste has coffee, roasted malt and some caramel. smooth thick mouthfeel, low carbonation and long coffee finish. a really great price value and very well balanced.",Positive,Positive,Positive
"orange color with huge off white head. aroma is huge. cloves and bananas. taste is same as aroma. cloves, bananas. perfectly balanced. medium creamy body! classic example of style! perfect beer!",Positive,Positive,Positive
enjoyed at gtmw 2012. pours a cloudy golden color with a scant white head. smells of hops and autumn but the taste was not as hoppy as the smell. it was light and clean with an aftertaste of hops which quickly dissipated.,Positive,Positive,Positive
"bottle. pours golden, white head, nice lacing. aroma is citrus, fruit, pine. taste is an outstanding balance of hoppy bitterness and citrus. lively texture, lite body and carbonation. finishes bitter and dry with a hint of citrus. very clean finish. great for the heat of summer, very refreshing.",Positive,Positive,Positive
"12 oz bottle from redmonds. dark brown, almost black, mocha coloured head, short lasting. nice nose, roasted malt, milk chocolate notes, oats, light coffee in the aroma. flavour is lush coffee and chocolate, offset by bitter notes. big robust body, thick, slick mouthfeel, medium soft carbonation. finish is perfectly balanced. tiniest hint of alcohol warming. close to perfect this.",Positive,Positive,Positive
horse piss? horse piss? hell why would anyone degrade a beautifl animal like a horse by comparing swill like bud to its urine. worse than horse piss. end of story. king of nothingexcept a shitty beer.,Negative,Negative,Negative
"24 oz. tall boy can but i m being civilized by pouring it into a glass. what can i say, i m slow on ratings, and low on funds, and this is 1.50 at the gas station. pours the same old urine yellow with fizzy foam in half the glass. sickly sugar smell--but i have to give it something for not being infected. damn that mass production. admittedly it s at least not laden with corn sugar, but there s not much else there. nothing close to malts or hop bitterness. so i may be rating this lower than some beers that actively offended me, considering it s at least something to drink. but this is just how i feel about it today",Negative,Negative,Negative
"bottle@norway. golden beer with a light head. the aroma is lightly dry, and the flavour is lightly dry and yeasty. overall an average lager.",Positive,Positive,Positive
"a classic. soft bodied refresher stout. roasted malts and slighlty coffee are nice, but it s a bit watery.",Positive,Positive,Positive
ok so i wasnt a big fan,Negative,Negative,Negative
"bottle. pours clear dark cola - almost black - with large off-white head. aroma is malt, grain, bread, sweet apples and hints of soy sauce. taste is medium sweet, light bitter and faint acidic. body is oily with lively carbonation. finish is long and mostly sweet with notes that follow the nose plus notes of caramel, fudge and hints is chalk.",Positive,Positive,Positive
"almost missed this on the shelf at sams. dang, this is tasty. deep black color with light brown head. chocolately roasty goodness. some coffee and toasted nuts. a light hope presence, but not too much. a bit of lactose and a touch of smoke. dried dark fruits. with food, some licorice notes come out. light, velvety smooth mouthfeel. gotta love the 6.5 abv as well. i hope they still have more of this at the store",Positive,Positive,Positive
"i give this one ratings around 2, only so i can rank some even worse beers at 1.",Negative,Negative,Negative
"for those who cant get enough metallic taste in their beer, this buds for you. the small amount of flavor in this is overpowered by a tin like taste that scours the tongue as inoffensively as possible. it seems that this was brewed to keep people who don t know beer from disliking it. this is the beer i switch to when i ve had a few and taste doesn t matter anymore. it saves me money, but this is and ender beer for the bad times when you just need to get drunk. i have friends who proudly say this is the only beer they drink. you have to accept your friends, faults and all. the ignorant bastards.",Negative,Negative,Negative
"rich and creamy cascading in the glass because of the fantabulous rocket widget. dark roasted taste, smooth, creamy on the palate. slight bitterness in the ending compliments the dark roast.",Positive,Positive,Positive
"tall head with good lazing. pale, cloudy color. smells banana and wheat. little fruity. good sweet taste, not bitter. refreshing and easy to drink. typical whitebeer but nice!",Positive,Positive,Positive
"overall good weizen. some unusual spicyness. aroma sweet, wheat malty, banana, light spicy. appearance cloudy golden. medium white head. taste banana, some orange, wheat malty, medium sweet. palate medium body. creamy texture. light spicy finish.",Positive,Positive,Positive
"just as the commercial description reads. . . sweet malt aroma, full body, full flavor, creamy head . . .this porter gets added to my short list of favorites of any style.",Positive,Positive,Positive
this is the kind of stuff is for people who have no taste in beer or are 16 years old. my friend used to call it bum piss. its not far from that.,Negative,Negative,Negative
"i just don t get people who swear by these major brand beers. they must live a boring existence. but it was cold and free, therefore it was good.",Negative,Negative,Negative
god is this stuff bad! i d rather drink my warm piss than this horrible crap! ---rated via beer buddy for iphone,Negative,Negative,Negative
"its a classic. not my favorite stout, but still always a treat",Positive,Positive,Positive
tastes like your having chocolate milk ---rated via beer buddy for iphone,Positive,Positive,Positive
considerably worse than i expected. light bubbly soap appearance. artifical sink water with detergent nose. corn type of flavors but something went awry. thought it would be fun. it wasn t.,Negative,Negative,Negative
